0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Name
456785919,371712413,458054630,387819575,522470036,317274697,189348475,839007534,848555284,748782926,1033093088,500774454,327112950,470433618,409756635,1055203079,1021669357,1099471184,1251570138,563266488,867592667,824064137,862709020,1149493042,703030767,1065815713,Not Truck
721289215,387433239,664048084,552293159,821326875,1012775142,626825448,502064510,904346316,554414095,808130484,1093530372,870000590,1314930880,1190320262,762849048,612486695,1104474950,789561295,183110381,950292535,792586344,655871204,749029763,1030894905,191238668,Not Truck
234356735,987546180,765113213,480127223,604709496,885964510,642528741,197963380,653573270,921589874,921134904,558695369,836744239,1054496667,1045867280,963382028,1054678226,1011123002,547667818,1186099084,912035719,438667500,240867299,573617409,919882784,50722239,Not Truck
178782207,943488016,871445639,345907556,656184232,972671949,1031783261,1029531776,843804535,721178344,1028925495,431958926,968625242,550393470,1101607624,312555863,1057394815,1290819370,649972312,1219568090,1078203740,782433299,1042310571,1319329012,695151401,1134094620,Not Truck
101777407,1056181680,705287745,1076635594,433103258,950336990,945487371,327288975,263629229,797802557,516610411,253779848,707420562,422425636,1423683458,846925066,976922278,567331162,652714649,958617461,484603322,818250348,732224938,712287071,1186675694,989799027,Not Truck
718471167,362473218,874523514,1084016776,1081295670,1015162660,673887012,400844707,524624295,1368708574,842056254,869833533,641961362,999772164,277267512,616854118,857429428,1178104250,1183454868,1261845346,651422479,1182174414,1125103888,1258672410,1263322776,105555356,Not Truck
77922303,680891819,426445943,935678712,1000188767,736375515,227384563,1236543932,557599728,895729756,958600041,442180092,989704085,959579140,1073876672,944625953,927880536,1009200612,425972258,255677392,943694379,933246976,167731585,969682206,829146865,59780148,Not Truck
952238080,1368836994,851283157,876332780,1356156486,952063882,1026968165,643453893,730259289,1147193508,1067427530,925518304,886586992,1143596670,817857836,1077250502,994569288,684391767,1124177886,1320772372,663660372,1086592540,681635700,630172548,939297939,508674309,Not Truck
5701632,869060724,985244809,472402733,737493589,758577100,577504825,940906036,958906127,300124675,895797938,737826574,1132885792,1087468032,579680476,849624563,608105249,758704240,732225522,217917005,530163210,106087542,1237065884,752323087,858387328,120268104,Not Truck
991756288,491540994,643181758,430301419,61720770,166516368,155434205,221695337,241817578,250528442,94799721,47030562,150627577,37283879,222568987,180923442,182516042,296783550,556704536,912704269,446177229,721749293,723853715,464729877,409373484,219898945,Not Truck
278134784,299330720,704662638,35258855,72157754,465020486,500704115,351844269,302625457,190598158,153589645,542101135,246187818,345915509,185294605,337359745,693000716,148092016,393046110,974025774,316211573,767680279,263823712,773110406,249793999,1097211658,Not Truck
545783808,429952520,638773369,380356829,469141187,191452260,294980437,140938752,158160501,309313500,228923284,217808593,408594602,99130007,163947620,360697733,276979272,508904218,181329022,115043972,611782537,247785367,403555463,1058363877,214762046,665003512,Not Truck
402456575,982504275,623199789,660586408,395311104,721483544,453750099,887074174,1199203080,833748261,1108811798,568839812,726771222,1118920084,290296174,684148865,720622237,1051379762,458761956,983939990,959412261,407349530,352925227,331825064,972405771,412553637,Not Truck
397541376,317492995,302525076,912012813,1042615153,580169324,775364244,793704087,311737310,914320266,1163193570,917660914,785605474,1056067938,239312885,1147418882,751996129,733007812,499493694,455771061,524176322,459070761,722711208,179895579,297749699,1297454734,Not Truck
682360831,387956669,652542358,321041746,12186788,948255242,891704118,145465186,526077879,436391377,182229845,438676851,630002753,282708699,521538374,506236175,340534445,621732447,531992123,602108876,92666339,1000472641,776570361,619733984,457067429,1011394360,Not Truck
189595647,695735841,227000622,203304735,482853128,653842164,520243182,1149191194,507646195,558952017,409569178,1038079066,486147244,1232598398,369238557,146883480,630315936,834739960,420779709,367594783,476846624,215459210,397603850,912053433,429198345,444302750,Not Truck
42795007,863311984,800005154,1108131432,1039233242,1309716410,1035019866,1108730170,1049446012,380028119,992297198,891906025,688138894,843798735,1122173848,1306922562,433347427,829039140,846958630,1181182310,1105595368,671399972,490701495,760151981,1010030945,798712179,Not Truck
546635775,759774682,881007561,1155201912,188630471,1270305990,767851576,534067599,931757869,957546495,928564786,1073480706,828683564,1514837706,866962487,109587136,833522415,1173105072,111750795,634640768,959770167,514949122,1005970542,382135855,1029002026,685551131,Not Truck
212140032,414614355,1079146298,888053767,981096737,254578824,1313239468,490337012,1016898384,166402046,964954857,859754739,792514130,119294162,1001074404,659712656,927947732,652281936,537272707,734366494,924364482,241888470,126748834,912158101,811335957,753690962,Not Truck
426508288,858299474,846843036,1146691324,433219550,521762477,1440307288,675956948,804922846,1315112880,601712332,911818436,1098494190,375441606,1008294471,1056381946,929792876,671858816,280137129,208927313,1293723744,905057897,379524662,385796170,751635850,572759374,Not Truck
272302080,543955956,1179599478,508004915,806665154,370295888,891729280,502421985,211367849,643294035,769380281,1090144450,833471234,173987977,444345809,398850588,760410564,1109615300,624136609,830199757,1054554250,1129288400,697629751,881252741,822192619,1215667010,Not Truck
718733310,1324930964,884532136,95079569,681880647,1068917058,428219770,459906699,270230593,728022685,456620776,648939290,287907692,949147763,366291886,495253425,626357525,990027756,556948088,770554290,137042467,494324639,1084065844,1426327106,1016672303,1051770629,Not Truck
279642111,774759171,131542335,194586703,419996991,668691577,499505365,326799908,131795087,399958320,587739941,375974474,749042778,347743227,259508496,1048393338,414841306,531635769,114205454,389210044,522271134,790035503,1016982628,343095822,951887177,511951437,Not Truck
856293376,644598002,28754512,691683780,670648126,114397917,395587081,317178150,196902784,314099985,613051208,334083459,394756759,429448415,165101872,421576000,364297364,540239557,396575819,274243600,299501222,1011070639,671304927,546291026,666396325,985399426,Not Truck
6356992,302744319,544564675,293353821,818976211,314524302,468842063,298231193,353876073,462194536,427790751,237247815,733472081,118408998,792614891,358465481,243479695,721203609,834066057,652887226,1023439516,575763865,122167524,581652264,1236184514,668548204,Not Truck
766312447,1016437524,474938112,320145724,1331131696,513863791,681733208,597721001,1142782886,854566884,979680888,500112697,1130773786,845517498,1141828784,310562488,568384347,945950994,500970173,1053784213,310980377,1101359242,676210031,371176407,584458765,406217459,Not Truck
436273152,921542218,930522516,381379131,540179521,339904231,386629205,197622338,523247115,853722871,734390136,1358339410,1011756555,949728235,934357334,1023863217,101071651,754975790,1053377241,402477222,844368025,667862827,486787860,1046956815,674422681,940929448,Not Truck
477954047,886327973,568934622,837868780,777434024,1093277376,1092431294,373038899,714172229,1250405020,451732291,847988412,125839069,730055007,620042330,1028179754,783104160,1014509488,298978737,801474690,962800317,439882522,107142551,1002750430,872051356,327782348,Not Truck
139722752,426362846,121446775,321889559,434907858,532882758,397053713,206214212,395370559,72892841,297318887,370616999,205487712,65714914,137064623,314646952,278136235,268654954,107966925,314358520,94413564,162169338,59806707,435765011,112044099,292649688,Not Truck
188940288,956632201,445810139,1397227584,769647476,725027711,355911158,1157430384,919976771,708500581,1193892012,942722427,1053495837,979377309,633223804,576826310,926444470,394479244,523506767,1069367316,915540529,522848174,626812714,525893731,507637093,279136431,Not Truck
419299327,1152704612,1108779390,635748631,661299501,695129212,753014910,1166803878,1206517208,1169277148,433212404,387719486,534891180,953968002,673225625,1025046609,732990630,1070664185,1268861516,1083268060,927549049,258658146,946871639,1125380112,1203327764,702959455,Not Truck
896991232,902704555,894533932,1032582342,895175470,1169825644,283048288,316041552,932351664,786267884,1044812194,1228963624,1168159696,260436250,1025025756,945695627,1158845050,684437766,378265185,580195439,644650684,1160702690,1139887552,137870330,882709401,1247936382,Not Truck
519503871,995163306,1075297592,693682926,806966619,1113341304,126257540,735465250,652732554,911748299,421794833,1188158848,1009017385,864133082,701486786,1094932508,186027488,391806193,1021913005,922847762,1031662491,521657041,1018131716,1181857228,320491330,640640397,Not Truck
426835967,526402590,369346701,972555634,866546791,809470792,452169734,502295906,884287510,674006271,274052385,586726418,1062994699,902918010,944017435,817663628,499566140,1087262130,264076098,1008300898,973225723,1143807740,122486091,81959115,587578099,742222924,Not Truck
195624960,642712592,1054143035,839795685,1409029120,1133294574,886055759,1236474360,712591815,1100603860,1291588592,423857149,87254360,587492181,831929177,613354679,1134445356,359594091,937749923,919403400,1184442464,1108056272,1002292457,487539440,1077692290,1003487166,Not Truck
161677311,401960481,426162815,414278021,399645849,323325813,341826082,289188658,283873861,241459305,194718992,273617336,121921137,153924714,172141429,242748413,146451670,424705864,212854284,451021563,148678711,809168634,491569291,559519380,767540594,1377308664,Not Truck
477364223,401711536,493330266,369608837,629561466,931752161,290577160,431359006,185669375,739092264,970699230,1018255764,236062432,545331337,974893613,932426917,694078356,654718177,344460183,978311611,1082826300,1252305450,1097644544,740086447,841208689,955763046,Not Truck
17956864,615089646,463596380,204868224,241726033,660143264,231224512,324007663,193072687,456101884,471592916,845793770,325929500,476500602,122258422,761436595,402615915,509979041,281453555,663895644,621756606,522205118,1053980242,1373051730,800709678,458123216,Not Truck
267714559,1231831438,367198278,1005478218,1022037491,1486700834,599004192,258747556,1007538883,916063462,562831409,958012987,1066730179,926040825,511959091,729998490,1065043319,1131849502,485679509,1197535816,679601609,866016422,714169061,709954468,335733249,1278229038,Not Truck
76087296,362462656,457832873,360987624,483742210,242779489,602031910,939100989,648133797,114862529,575602123,276676099,1170402900,1453113048,1054531889,960928760,514878842,1031428328,265377461,1099739860,1088208814,1022551803,1111853890,716768201,608556798,991955949,Not Truck
923664384,1186736036,1270353634,763465591,807567134,419761374,842338933,710196456,1144304730,573847566,296598335,1121893212,820092048,1067077723,825915105,511396678,788708256,874058335,1040040006,871699916,511004595,1123555120,1321980172,1099456452,1264080516,411394126,Not Truck
170590207,1108882850,999703727,1264527126,833584107,305560048,997339274,292183754,710128042,1060038240,385406501,976321758,461701553,680498705,663733933,985462045,572868810,1323964048,389810177,1310346934,130475756,1253946470,1272631096,885456156,116773989,817917560,Not Truck
245563391,861366303,135634751,685271938,721563296,996261986,722810361,879320632,646829712,1086336422,786975446,678848384,885391432,627341002,1055133440,1093295470,998096728,1014158344,1062904038,468052422,1191676366,676932167,371107742,963237625,607667393,890252561,Not Truck
670302208,1030096745,716328209,367137626,1125584890,149110833,222552608,595450847,1113244116,455337390,1042285026,1217260870,482562117,806311174,1177444622,523302823,520658848,788202310,259408318,1036328551,473123383,296681960,503477900,1012052454,283466655,1233971454,Not Truck
284229631,616352220,985249542,329455175,470374361,1068432601,763735470,878637235,1159706446,1238949366,1069100634,1018415703,932331830,706312294,932026847,1057052477,1013816145,1054907924,322845541,1085814512,1039065152,289444401,970554362,1087376110,757457617,318608091,Not Truck
84148223,1150705718,1289182862,758875199,683727143,1017252507,1049387757,900181395,451959217,864045780,718539009,965351711,832870695,1007239823,764799075,965782836,1106291142,1074792272,905179989,427846414,1413263930,965451496,594062543,839924720,940716094,228438525,Not Truck
276692992,1314837166,496595051,522975647,986591752,468058566,1108382152,387291023,798387164,891503629,1155141774,1257294562,759813707,389204433,1366904032,1040151002,466922079,1131983992,1017289688,1109185706,1035594454,960010191,752099751,1173273360,280766752,724445609,Not Truck
477888511,772668694,726316190,572727383,553355234,801523226,779796189,1256420730,1066783692,645195506,853563795,987709975,614708692,819007960,943083026,1055766520,944107874,980127570,285566139,785607114,710883978,83326144,397677780,296883646,255050139,420534250,Not Truck
343605247,563932161,1339531140,187167861,189035499,294099055,581612458,1033159172,924752228,1147554514,927024834,214689934,1210706868,855088296,523583433,1036512026,527076323,280381861,1088290154,1053959457,925600051,1056437358,1070984918,1144764010,872869767,1037378155,Not Truck
936902656,1156340008,584713259,314850092,345122675,1156156736,1489872094,563340496,733010301,960987506,264254256,684821964,744963303,1047683720,752496813,663570394,987438146,390456846,735012865,915944244,778528249,499032448,795564980,634426595,890101149,357209061,Not Truck
584646656,179571043,420862073,513097591,786554817,569961661,228929002,964408033,1233928202,906656223,981645650,588803006,1112968542,1115662546,347223231,1282184358,1066844103,152448885,272004805,530071211,194347679,61228794,270792753,397649993,140296849,667200824,Not Truck
59768832,328975556,452691470,846256024,1160545160,848748028,979868678,164763636,772550809,825430019,569843635,710098021,782738673,553666354,997214344,609682950,1125709258,1086193432,954603219,692242036,1165095748,882784853,840486855,988163717,1124188862,952464138,Not Truck
893321216,468342186,902949151,689711744,772258046,910801959,485622163,675879356,1106121522,1109651118,880027903,936385780,456409842,497323856,613164706,634405196,531451448,1111512302,775141666,918225459,1139307556,881727025,667511414,1021042243,159502884,574314130,Not Truck
704774145,894516190,949732286,955754968,621465718,1150052394,1381856576,602522711,68554697,670149045,197604668,927174614,558317925,951092306,921476023,89410524,1082726070,660136767,639772662,825198255,380909213,580851159,1122428068,1109887920,337729931,798843210,Not Truck
785973248,633967879,594815722,1063062095,1133840946,517798546,1312696368,834394011,628237403,704685332,872043389,946791868,1151997884,757319295,1057332569,1048555722,1170138490,886400448,1438257310,1052014681,708235322,1358737778,517334015,752418079,170167445,1130085622,Not Truck
815988735,1010867323,952091405,1191516038,789627842,812171749,809738690,749614886,241995338,1125198912,843385792,1362824726,1266194726,509903381,698443913,621624750,847035112,457417105,607321723,1146918040,1011466880,1088846140,1178892054,1297336942,821904016,1051714500,Not Truck
765198336,237237034,525916334,935383877,918391950,1037617168,318242549,844085892,911713139,1216076854,832829103,524282492,939873193,1126173266,1134607754,1034022342,278664886,630392289,467179849,826936589,683063547,1032350417,1162726786,949867101,1101981292,1199531504,Not Truck
546635775,640956787,307136671,357517092,1072271389,457313536,922771847,654438974,660842789,1017001952,459719688,526563143,953641273,635958699,856493703,260584202,641855143,235619255,214125283,726665447,944515016,1037644648,596685843,101443747,465673545,385023394,Not Truck
822149119,502240021,955593814,1244865128,1214824870,1139999150,1171972092,682917519,1111865000,1306864096,1274867616,567865505,1236269332,757912274,357389989,751389788,513630708,937479162,760002189,616364777,279789079,265966929,60418203,370506241,124461767,777895601,Not Truck
757727233,698541344,599116348,417974286,641735066,1201927154,478685376,1085130190,951123428,269788338,1041850565,870858198,892289390,693803784,959294245,1057858602,1208242940,588816956,1096782300,1174615824,629192733,987435998,911462510,833952477,896886046,1017227952,Not Truck
478216192,245061407,142334279,699758060,1086876072,762070081,160121790,391721700,838151161,829325909,878080072,938901549,1074448288,667036090,704077438,564317537,344871497,298646512,187658539,339152349,126153148,86082190,260310129,419533038,490600354,497488038,Not Truck
98631679,1162944240,871549154,471509728,782593638,1228707562,945289207,538444460,759750230,963615171,1088725838,298839772,1031310495,1100965894,1034485371,995893020,937778006,1421752558,694868696,779749621,581768492,1026294492,137634836,1222631082,704120127,1133415312,Not Truck
137625599,546960434,533089113,267931991,931055337,839951884,1300762602,951670942,602566577,953048959,1370305384,591247168,947813822,1002680571,1027731265,820019106,1016596856,1033861018,1387268602,909945600,222633369,178406055,669137684,605906696,910046455,984708752,Not Truck
315817983,545251576,532232750,618162479,207866875,1214484084,669668728,693595344,66258354,796721029,438044197,420534001,269346789,438606166,79135554,298504275,141581636,446560805,337597242,443803506,144310406,117908425,453057438,598198324,719089983,421429503,Not Truck
162136064,953431257,782035779,606352610,81153694,146823063,187607871,196547009,78380658,197300479,40549893,173091140,130219611,170820146,180033648,253766232,209094608,178500262,142102435,262609113,142949820,656063613,206422857,573819766,971147815,790842913,Not Truck
715522047,601592260,291038676,933787892,987765652,525673136,673194056,1101115546,626909428,978020809,518664774,1237075118,860798071,904487764,409694698,1045244915,1281524006,1063974945,744796118,410218221,197333314,1318866768,1047525893,1059252325,982614182,1019700689,Not Truck
