0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Name
435748863,656263665,310175404,364720796,286291546,128861175,203426499,219229885,305251646,398816354,155807474,511946269,72400389,1048194389,499956248,956665071,591241897,361676202,982205563,647086245,1117967336,1179486068,1255123672,1111755684,506263384,673885135,Not Truck
998572030,1005098852,788889588,815227979,1230830950,909048357,508275843,590073014,1203773308,1082309596,1048401970,316733562,1065703627,714614865,361839209,1140588740,151196657,458831445,480145303,162192371,341791503,473690931,583849618,976998012,536153879,836625850,Not Truck
736296960,390741622,565031607,867736505,337155373,868473463,825523991,1041063997,627360358,776166404,791242711,606279513,762534579,530663940,621116004,954226198,656369789,573766538,623992683,864874322,978633874,1151318268,367515811,335896535,1135653604,202779695,Not Truck
487784447,545767327,499933218,1028867216,927463666,955359507,837574216,935266346,841677166,968982310,1024234063,670472794,1018633852,632698655,858662524,1079192178,959100191,628534039,767410887,595380321,812566649,607668300,1266761504,570355984,1053647097,961515618,Not Truck
897646592,507075882,218429904,334945603,259704094,143219298,270854040,135972465,58038316,326859856,52587015,120942439,28803985,251180367,115131038,234879167,285741232,156403527,124520650,129903585,87499874,259039170,335611749,147248009,196652553,430146169,Not Truck
431882239,622437481,486518299,114079277,339882124,194091516,415356954,432043394,299731140,597750953,361167647,465603194,317713367,143600046,163496466,302323037,179616595,317795450,247842223,245526733,325113259,348077663,160281234,369606065,519654395,110338775,Not Truck
543686656,241264208,354627571,65286652,133227329,142775865,91187474,82532008,100032122,58867855,197163065,95237281,46278161,48126164,165988502,111455476,104332478,97943491,67506167,34380238,280204070,262686335,406389840,234585226,291910064,241025665,Not Truck
585564160,422029044,384641878,314270868,80412137,306835804,372870021,373806989,252172952,208241843,271508600,115683607,359921877,353495577,357156466,371679235,454577000,305690579,188953949,695815055,858922410,817270550,1150462026,613625370,1313393068,912604055,Not Truck
742850560,573673290,1003968355,958326397,1144367558,458757508,893809829,1080312748,731237944,210313499,880963066,809957389,1045070545,623047469,1185156362,715235273,353374238,989458731,1072671282,767954536,942239668,836295485,1280856820,1007256576,728550597,419152770,Not Truck
878837759,487722201,710534434,298572770,1033164560,677304990,142325189,1076899312,365401981,323050191,435779923,576196186,558299511,456284018,45753868,363346303,213391364,534560102,235771618,807034447,411525884,123669705,227456101,199773315,240672102,306783759,Not Truck
710344704,485502296,400492188,121002920,156668465,112435961,93613444,186467357,77816293,166155939,6923592,46784901,153118212,8282853,87811722,75099194,13240948,144180332,104594706,169242364,269198723,136707326,167083090,133926411,232292136,456027067,Not Truck
417464320,950339418,781400858,1189204396,905176606,1412589308,547182307,984185619,642721564,562444567,851119056,509371423,332811482,1075604362,390751081,1297180100,464895428,633967637,371475266,794932996,1046092001,877734509,1068210757,1024175173,899650032,747615908,Not Truck
760152063,813544775,606072933,648047447,435544205,276035162,843930370,1050370428,570353447,1039416647,1068109566,228104023,797942591,431486498,1187746514,533247251,316462609,317859923,432793963,300703036,681862064,540268847,62904967,346866065,85106198,392823942,Not Truck
749076479,402259433,221930278,67018451,92765600,196660012,67888511,125290332,116087141,58780841,150391598,58911979,308086304,92801949,125932800,56137332,171597027,259098592,257937378,123700931,118154383,550670641,330194367,883265335,585274095,1310621300,Not Truck
381419519,79183436,365793000,89738863,121496788,163611591,205810891,87684890,101506347,296150230,172851762,229585675,48570886,125852660,376478563,126128897,407414452,240569221,89671893,458761879,297546849,477086023,724878191,259738333,1107975872,365683007,Not Truck
497287168,645524836,810588315,573173676,1220053404,534200973,1078263418,926746053,965876462,289604629,983836994,1046708350,1132641116,747797325,721443061,551091264,762937369,453826399,800203321,916018423,1101145876,1215721100,786765960,1043983485,858360382,793545413,Not Truck
662044672,634839770,313012333,315987795,440765823,433482521,191427755,149368060,486734324,621886972,296853998,442484248,164397437,243089526,296619939,529318200,435716705,403311778,150282564,687123922,708882272,781166517,973385536,1109918040,323834729,767258529,Not Truck
140115968,223171462,139701755,57463899,1343820560,362310600,792659463,800734272,1036315192,594749217,358315858,636371085,834104378,210073984,206214519,380328514,1040143718,862596155,812394383,688914412,631628585,36630784,492709229,857862860,538018559,1046060885,Not Truck
409796608,341998194,254770228,140606300,299930754,266428574,464067264,472227802,848828249,331531362,559636420,625212073,871874614,847318362,217332573,472798161,502438717,104015779,529674936,358211982,125455659,240752670,764143230,401687666,378801356,372175727,Not Truck
1014628353,1230034698,432146162,831021516,380301983,956475304,430859151,1022676405,932541193,930734824,492758559,1063485732,831422527,1056254047,992953859,823377805,659323819,638809235,1066646411,1166847878,637773892,1265389006,1353072156,258181215,584462695,758055195,Not Truck
58916863,559616276,616207647,1166212634,762889451,872520075,1129566794,292198221,836480797,898335519,1337195594,732980203,1140365918,691142854,718255039,753238282,991512778,555423230,1218507628,1324382398,629384069,878738756,1018967391,1021854034,468682770,502165575,Not Truck
126287871,957309076,867561337,136999195,899515660,914541081,999244515,785645347,513157545,952264291,476543436,310932604,463721396,243870018,823244261,207854891,210806631,923258573,461932876,1351407746,396172795,251989674,558988361,619680882,1239866424,376647234,Not Truck
69599231,794308636,948691546,916311780,426026038,729041970,899157217,701229091,967103375,575815612,529448628,884372396,773390907,1044946378,695029615,729637618,1056357137,864271340,892850869,793246640,989241126,1431933404,753452761,672712373,762714915,1383788636,Not Truck
414384127,559306608,169292629,246432262,1379142274,958165905,664166758,251692775,311935000,976880920,563862633,696813084,722697651,405645653,1043560732,663800804,446783606,566581457,974110563,816286003,831189616,1041904974,929289315,930452056,562895100,950251467,Not Truck
570294271,1080985640,928543621,582561095,934518296,93024064,577004498,247351704,887250407,1334150904,622827979,374525528,538419672,645110740,1116049314,842969289,454559214,619887115,826874464,1030393465,817747724,400684964,502821185,1011317063,1300118258,783847140,Not Truck
272171007,1038724270,450680119,476276437,254203186,741978730,986378746,318279330,1169474424,1073147505,1073745114,738604742,286446689,850749462,834348987,437074466,124099247,1133195414,555214043,1066459074,196166950,419822104,853694350,741279556,1026723346,1401713810,Not Truck
357826559,1118695136,1058287173,505631192,625661375,652673246,1446035688,797501216,291227716,582836120,874356929,1425926710,668240932,845422877,1298799042,866880860,578352385,811244954,787845203,130539889,729634474,1006104172,693164069,1254363160,436136693,1266258272,Not Truck
556007423,946451704,913249234,1081694930,469630262,693195758,759028535,399866389,526890208,840389878,1266216802,1098918640,1014756083,783103159,990606657,700819408,1193701104,1237296046,488774953,232805840,968219575,1051428082,627118567,855283093,1030846918,641443099,Not Truck
732168191,1006054795,772843775,993410877,989809854,654935483,93294299,1151772534,703905382,1107532894,1066206853,486629658,510933666,637581220,585033560,1340008872,965851982,255464359,672843867,1054875003,1130991550,490056243,455740532,727129754,778018705,901607855,Not Truck
109772799,27572125,171416170,732430977,874219025,297505759,878070761,1214642046,417303558,427729792,947735509,537080110,1102592728,1258884904,504914327,218923010,579517151,307702983,767225325,491834242,288263204,561466290,147459910,368268943,211716312,458888310,Not Truck
745472000,1388371204,354946215,633005978,1088505754,1018755881,874330441,658742547,776380559,753908141,702113504,268006264,1075768568,488952965,406357549,353134717,683089529,948236818,886158792,797803255,830327560,810021105,865385841,1011364619,314348105,709280040,Not Truck
507445246,708255149,228306505,434415385,1088048386,330850143,429363208,667438378,894428381,411012888,378012232,496541824,282565301,228467101,242832763,385722985,295646130,173375503,289574822,555590765,297172303,388992196,185440779,121161149,331607927,460131352,Not Truck
436862976,295663315,816280574,1116438648,787913695,606882687,770025526,292733514,444686825,877293474,1073089294,780431823,232271603,1000616838,923966473,676562637,931325901,1076135596,1144898814,916583099,887644895,603512409,1021800356,672131080,1396806326,889772078,Not Truck
731185152,683311176,555261220,1053548140,1033643650,813819216,351079196,1018018394,864782685,1089270102,800439931,1145334758,1423148924,1117541436,956226197,975941010,485019949,72219973,1446048022,1200964954,77875673,709635740,858874427,1243502232,495700092,486785129,Not Truck
786759678,1193004648,870552924,244146476,927499842,688230284,813964909,745238123,1069669367,960795473,1103801892,1013417699,595721286,1094407776,832331628,1303719534,1408579558,809385363,210458678,1199838386,939564988,453198475,952930185,495591863,663660372,602894939,Not Truck
1012334592,763922946,227323909,483912216,516919360,631519092,611940298,1101839914,754770939,864238950,609133756,369656174,365056324,1103814096,930557754,110501732,1066281809,779610423,342314732,637163111,785787267,718942679,402830947,1263182114,826996505,1089323150,Not Truck
98893823,241627281,498469975,788805729,1295708608,442697946,1133960518,1140987398,591162614,991388649,671951873,725826243,1075540454,887008883,399361037,1277840730,895679066,545685888,1306461606,775500296,1099776352,934240889,1328418484,964979732,769136441,125012457,Not Truck
705953792,779823655,635911178,262799755,267669731,44315664,791156710,189682639,1098639722,218867355,153399121,127462347,248836645,204023325,291866865,200667491,405684581,611394696,866839186,844028133,666872443,829469477,959885004,933562287,1070452394,1366385712,Not Truck
54329343,555452574,145214060,175229544,362687503,553935659,819311640,457498655,572280980,81259870,355534116,472983346,506124866,219135401,174613019,256273121,176409546,423491406,243528879,129465973,949312905,871212210,608051111,650778157,796310172,284342729,Not Truck
262078464,359232832,96971125,156245631,266870646,153403335,207800534,230644611,85723943,204657433,188398304,118793603,221157808,261646511,259942952,258410101,159138438,154645020,305812408,183714744,575466206,548549671,292832063,690059707,579333248,489428490,Not Truck
192544767,329930767,441767306,124603739,156664811,217958992,84932127,121905962,88174638,140564087,59202136,32120128,163972139,57795209,123122889,185127582,116010567,250674523,168816939,372659914,421860192,342943413,257899581,448246310,827379168,606792823,Not Truck
411107327,919010637,660281373,415196251,170478328,615734331,215309578,750218220,911730279,1089740966,1295509044,752387201,884068559,1115566174,156962339,1043223566,1297264658,1367679736,1259555390,664812241,1029122038,1052169021,816258552,919333756,634004123,694937996,Not Truck
617218047,720096243,241793426,433857971,243943545,464011150,279650735,336776336,133680597,360178656,187310389,249105107,249793943,149711006,466577720,227876559,285715750,372280811,244593175,356209122,241871380,566753588,251473528,476909341,1023103115,1193728970,Not Truck
389283839,322238502,257441119,1001385615,744914726,438865681,636570177,345103322,283608923,788529242,324384319,19112032,717842998,453685909,146261758,441913413,71547305,470182898,175164493,238074406,179787818,388384995,30842748,892237320,108110685,954343504,Not Truck
913244158,487354695,812156165,17371058,920659312,450209109,147238813,513699341,282607277,649943358,466440627,431875290,307773628,128719394,196052677,159936281,533851850,240831638,299817992,202978883,198998070,511885997,716565760,36747935,1006283834,1088908436,Not Truck
533921792,884546482,713823732,579305369,1124281478,764915537,818280117,917538943,914396460,905658679,1058186455,837169707,675412764,1224697910,986452502,766525247,631073966,1004095907,1292760776,353728740,1350818088,1089505522,224691454,788392458,189125882,987239448,Not Truck
931069952,1256769238,741625751,358918289,611221150,744934410,505028340,181319790,1361039510,236517544,911960479,1000263914,428238408,650790431,946472017,227792615,273404669,984989048,1080381960,202932633,216469847,1103157022,906435504,75822985,830804048,772943364,Not Truck
632815615,1217554108,1002149465,589110745,960797657,1098201692,1152742278,990548791,757357482,836631977,353229263,969163463,726073314,795820702,1351509762,639849107,361668219,307409432,911691852,1259575048,736592143,844380388,811895090,584311538,956004673,390690925,Not Truck
989331455,486747919,821065576,284717348,847504752,923911348,493767173,972142475,1299888656,700407172,453321483,957144248,1298415160,900637886,751899459,937215886,541079819,1112672822,738938215,917405625,500662461,1049268912,849587898,289471718,813832824,595444655,Not Truck
156958720,195298379,676032006,606644732,283219998,399192111,327686366,293785140,342034644,404405548,307637927,226575088,226390524,162462924,500270752,406586864,155560094,331590465,151732258,627385678,594694764,464659154,587093750,687638014,491320562,1266810824,Not Truck
632422399,444187297,446919111,176604484,82529836,222782448,90730456,72687445,63439017,101792345,131256223,99372383,117249627,169301991,97129636,51827769,88881410,143851497,212167240,76375031,130766327,110604053,197620474,95630925,142229691,139452454,Not Truck
196870144,348214775,205658932,217824179,81173631,285353986,102990288,282995087,27313223,511519158,359339356,423645254,334164641,389703576,829396228,359286433,52883532,118855006,391324022,169117600,157818036,276068465,112457016,398034840,229102805,198491899,Not Truck
466616320,776925459,537024250,948439594,716639500,333730466,837666292,558257212,1224822360,948489879,1017355030,754740395,914534934,843702772,1030091121,116869680,530597644,102883567,1416288818,487681377,574621940,941991721,914715225,416174697,567385152,1021010643,Not Truck
366608384,1160791392,212588920,964537284,734033825,932338579,601997046,1147117398,1323742378,532178908,1070513348,510704334,959983335,816012643,712905087,1027920901,1176609830,208637049,656500699,521274304,293188229,836533503,235451831,972330342,730855473,1239335354,Not Truck
394264575,419094941,113110750,323625722,708938755,822124043,379070665,1155619184,623923257,803350872,1112591502,201772530,1349768628,486830314,135659899,313753868,361176634,755621774,773111159,468640060,373041996,321436596,518467543,589363709,986225654,1179390750,Not Truck
232849408,583518590,82031963,745984953,226896374,372848326,459225463,1003995257,270560937,768073479,289379033,384152425,488845913,592970039,236834450,897273213,509352640,602685189,805066064,487115662,672689829,1225819544,779552918,1003709220,1060615657,738007638,Not Truck
635371519,1122100550,468250364,720067221,141867284,1027377301,542588262,410329386,693095657,824456453,1261635770,695059080,958950975,1135369168,955921254,1170107906,561349010,606465348,1027653760,1007370490,452318492,929844850,1106632008,690810827,1430710718,1349980150,Not Truck
791412735,367670294,990258658,646404986,688467692,42613999,185362606,626506765,322549267,643696058,403938181,147567965,1028162859,680474794,1114024334,758933107,513088578,430743570,1369851194,1053616292,1225780594,795558199,939270572,1073225647,414050366,557300816,Not Truck
196935680,657764974,481611014,368530244,645908178,55995996,455261290,588722210,320017891,940451610,205482701,491967293,549073651,146411318,460435721,1074457616,555035497,617982387,703424347,805612401,965799650,484642212,727751591,1155183846,625395932,1157666908,Not Truck
768475136,893742675,369520491,1061136364,434156123,848368788,596009802,1047653487,562049350,628808373,397502156,994647859,232571050,791269716,1186174928,770103406,228725808,529156561,601717306,819750562,1012575970,1186700788,100116059,503699414,1215986488,734302971,Not Truck
1043136513,498790061,1026827153,914578393,252946751,782125490,617570036,805672367,764264760,1001701595,879085410,774746769,129290312,949897890,891231911,1100182448,684559098,987913139,374139602,1313864892,1097462828,614232841,1014265678,713128491,601813618,991343803,Not Truck
564396032,389294150,251927114,204553483,125985924,35800925,72098744,153689395,250313917,112339246,115671086,63411219,74040439,96679672,167406699,219584189,114820007,81726466,59175977,313064518,140610859,334330453,265649365,118652697,313460773,352919921,Not Truck
605421568,299717079,791277095,821553422,112477791,477583415,155156089,471155296,355922630,208900042,287990176,258137381,250513629,140301555,197244242,201021176,128183205,95099002,331065646,233293368,88283195,205175690,84969591,379523420,522706141,218492984,Not Truck
555810816,230380964,470346548,402033665,81094213,174995766,337116880,341908277,300560521,263021059,420108305,233509513,197841189,84833535,83677577,114357052,127593938,241985922,329281714,731013210,816796354,938464211,998559473,985744104,1203618628,1174191380,Not Truck
597950463,716767857,439683777,1223002272,1068839773,1208184698,684350179,1118422806,1016549269,294369320,108082455,1038252354,437884260,511957007,760052781,1145358952,1394958106,505848060,1047050878,923921523,711402466,893666246,813074290,458618039,1247201332,285124432,Not Truck
790626303,300744225,287480893,1165773952,1025883463,1102870550,285983132,617372267,1231198084,405805775,151550976,1055950088,251689657,781670958,1159569990,929907614,941712814,844165746,559321285,1037533564,820265103,916593539,774572976,762466238,1347845738,561120176,Not Truck
708968447,966032247,802178030,640515679,617963370,742851558,1142718068,1058726962,800060859,147610365,547215746,298433353,965360331,611473590,1308674178,755465261,855017415,341437283,764235211,620378798,481504848,1134488376,331896617,675525740,800792719,1061684345,Not Truck
713687041,280581705,1063163293,767012103,470869936,827936242,850847173,1226656362,357615032,900336896,775987455,1358801758,617896975,1077010598,669304921,510206120,1026035627,710963873,879272564,516313889,246811268,1034108146,1074553700,656176934,659256784,968926613,Not Truck
1006239744,754216737,94077504,1127914354,830396630,1222182240,700880308,120752111,1017835215,728459462,1069530254,1074973538,946559918,461927151,1306523228,611694261,672813092,356381806,1402220920,712675191,83047326,978042757,884222862,489543688,926308607,466679486,Not Truck
121503743,887319104,761541514,603182654,202599315,1014928298,1066697785,317597538,788186838,752884535,923635262,1005057455,857006174,634255216,512132433,956191736,742696740,661546705,1051828530,285640950,1041895801,760199785,931813896,807057739,1257163632,1080481806,Not Truck
921960448,507179638,625710652,124879583,64063744,218230850,222209923,143950215,273003413,276784811,92969578,109575966,172422332,223976195,93145390,150994609,152735293,190724938,129314419,335464755,313846925,213263196,373839003,154059768,165386488,351298061,Not Truck
755236863,349288439,468621668,289749905,241986561,56268256,124790852,102557506,158212048,87893427,60140823,324501419,110871330,298941147,51701300,235400754,276182898,203120413,256648695,375413367,515176919,552945806,564239938,835323236,375462816,1402878158,Not Truck
151977984,532886464,92574999,268383374,129886383,213946189,128063498,356556881,200188184,274021243,133562239,87901526,324884922,227697015,399070980,327338209,556013665,256498983,345472844,284626937,110591296,841669673,699961263,449965000,853975410,1045611336,Not Truck
91553791,1118861078,611691549,385730541,749364117,533798232,610238954,360658553,1060046396,1048811078,655465166,1072103448,1002487467,901053222,396882739,653761187,212908954,586084732,219705273,63962984,438724761,696340162,331542096,690231293,795035554,838966231,Not Truck
308674559,1057084556,954362042,853122757,679060136,193015380,1083757840,1116376512,1188184806,859328406,1055095933,361678767,1242925378,679659570,1090059336,1038161059,969078152,979491199,226703815,1183920026,750061705,791276693,1365235240,581256775,1475005674,1235480462,Not Truck
936050688,1360665360,401754516,969805953,973415105,484146623,573511669,1097093002,640406372,377353052,1303034496,734793381,800581439,991482794,987235903,537606510,489964654,929364155,891305583,464748321,802155066,995628305,241882504,971439856,612198126,1089263964,Not Truck
662503423,1231228290,505553319,677631938,638532377,143447233,672872195,1158934636,463212646,98562592,990144998,985974132,996094516,1262079330,152044056,1015293181,531743571,1169945474,432063186,895551693,141420689,835333776,975939675,1187177858,129682290,685679979,Not Truck
433127424,11744574,533761714,433168863,203735176,1145251216,726774315,237603508,326981809,455221478,710599064,261632511,444771957,375360318,171214772,229446384,122794747,344614878,382326245,128941093,137236397,407879048,330595892,389064461,288741917,433913395,Not Truck
722862079,668275958,641894508,361988061,613445897,841741722,493146813,246643636,239535711,131359134,284050243,158810577,140226604,417970322,384025484,543572030,201385122,619773832,264447378,198139563,791170765,401095951,957942032,761720106,692468351,218396087,Not Truck
737738752,972508922,911367764,707160698,1045056737,735035732,975914263,552588701,1025380093,968764185,346856107,705542292,316839365,920124971,881283357,429063716,793615618,483676731,805341413,485801940,405920004,737969599,1029178761,1041117934,1285574836,1091465732,Not Truck
1059061761,353337877,867980859,660728157,1201797670,608679295,588319538,1070080668,996905493,460015794,1074220020,618695453,476733885,796862614,1094955134,1146127662,624508661,486502408,299278028,843835957,654360292,1179822252,117534919,853814582,533966323,939721023,Not Truck
910032897,1208055026,1023386358,911940761,721915136,784817877,454110555,740348496,564127260,910638701,907330554,541111103,661573509,679529103,539449049,295482016,1169610762,666647938,960634233,813751678,949433284,685954903,1311542270,1220780870,864650622,865404100,Not Truck
992673790,747837789,723795594,645047388,469917377,746042436,538834349,857101839,1175760388,1094835896,274816923,596458963,505533518,1215810100,999879671,1019676664,1195169376,978275247,541654557,965847970,831362681,1033135222,897446880,743061259,1007839823,1334008044,Not Truck
416743424,1313541846,800690985,930700289,1049762207,988872538,60888481,1312436494,1101965788,1053408511,785066322,814833206,713121694,940020494,540984730,209533653,853484909,517192060,1132096958,459780518,1177140898,542525489,1276575708,548478342,1095330482,292864912,Not Truck
1002307585,936357231,521708677,902226827,783499212,982359473,562286229,151294281,246602432,671184561,1097553132,1066058173,1057066651,855347236,534446192,807908435,269850045,330572941,795472595,397198822,1101842258,1050201630,1136364702,1141490806,715948145,541696534,Not Truck
93454335,937185916,361702140,686808777,638986184,534528317,727836544,587995940,593642033,203014534,236910622,620975104,217574585,865377034,396170581,685391774,460606597,282577085,924315409,444457834,460060215,405100225,695971354,907843605,1120645114,166889923,Not Truck
901447678,883758605,124140252,1018059570,402509833,399180308,505922767,263680489,756540610,623256754,345090671,1217628242,997868620,869657701,1093530882,989583755,230590224,442331658,1081632256,298261370,996786382,735616341,1088345070,1262385458,1036286057,529933013,Not Truck
565116928,925584879,317563775,154109948,92329048,294040496,172070418,96282120,61383656,127273746,44130528,68000982,123794052,74110683,176427099,64105464,133451500,86841048,74393579,103384665,326198187,65665551,188329962,139421690,472641056,209299012,Not Truck
264044543,1326234168,458632669,674555168,839987585,622545148,166784555,382756759,663123660,1045686930,1168410266,1369546880,868133217,1131143484,1176789580,434294178,849552653,205848440,896497892,482914637,1081421410,162270702,567601208,1142910118,1009754276,1104758808,Not Truck
110166015,472794900,200643299,484710577,127143319,87967684,232219919,787987408,295637199,456904880,381080116,640233435,537024438,654024749,259831669,684013523,832179167,1489354440,36017294,865593099,343443426,1387928868,118314153,1097009818,881197595,838455484,Not Truck
216727552,274219328,51588780,79545384,179301579,122755532,54738725,113359795,137280447,180859003,80434607,143360220,37488568,113492278,128623328,164586191,164093925,82138846,169756229,225616505,228704363,238839974,298069594,347232085,319094548,1180546974,Not Truck
837091326,406471460,234335636,61029606,99550996,136586057,36560425,44145708,44912270,62001784,36649803,15516815,19004027,49672289,72625317,79251790,82683748,87002637,58357296,218017031,288515621,454783791,47022342,529069410,43011891,320395906,Not Truck
248512511,568670248,102592311,279757371,980543426,386858902,207844161,439105132,321245419,585483799,222766711,229978626,225877047,393646246,270201605,597801595,33533753,851963006,625609711,445886097,423382618,322846366,462671611,1001502136,388194655,1343993538,Not Truck
229441536,952096556,644194188,139604486,1032763956,856145839,611371784,404736098,639659863,758246612,1173229162,1005654859,1227541782,1003471000,693380905,1051128792,787874189,1152898714,1123301498,565394009,546508760,688583884,1222891240,1074103974,848826882,777743369,Not Truck
720044032,716413962,838331258,409104352,339384087,549608323,790295237,437482484,928233724,659865575,684223465,932229719,520576404,590130790,716276101,427668189,302460139,533519436,946926618,437469466,948449267,389979667,376504367,196628549,435947509,1155346978,Not Truck
882966527,1064417318,1062716508,1050890320,1023724339,767021791,1049868927,438184116,399781073,592847416,710611657,520318611,1084286892,1141038676,732088182,839070001,1060872519,966491248,905576114,1070790402,1188681798,1176285108,436484506,697390441,178810619,670784014,Not Truck
990707712,933724548,111241988,368402301,590415834,46456727,337216986,582925563,616572485,726861519,602725795,945855947,466435883,1056367259,783853453,1044427276,322184441,1013192633,679678020,818355511,1077195212,976785972,698764356,461659008,434639617,527742431,Not Truck
1054146560,927137461,456326899,464572292,917368434,1205257824,1201473658,953922622,1018538884,740772503,508494174,535832865,1125685738,1008672759,740964847,756388069,849695346,1014227942,1083567918,1255463372,348533836,1254855934,789702621,869684969,1095530180,687321263,Not Truck
670236671,880485512,1132768646,764485341,1205550996,615041790,758945034,573222913,1132409640,830856090,1260681888,1226986016,964849989,340235943,1096875802,573712177,768742455,1067715238,978651309,473767045,475874338,1162213186,976029721,1048842779,954769607,614801812,Not Truck
351731711,482379982,539155399,119258081,281098878,232975811,333562058,397576349,72321715,490821421,317513969,233323752,265210273,532765781,467625769,689907608,258755424,702174642,360794786,489720394,875830150,984183134,717294586,660560053,156538569,472657637,Not Truck
133627904,1133990922,739601825,907031480,729917023,701710052,448655327,679821896,966004253,904646766,612793925,529224983,280766404,838099149,1151404398,981512818,962468703,568494643,564446605,1499037352,782414218,1069393139,1121601296,540346829,839751541,644665786,Not Truck
118685695,535179337,154196522,138455529,411736954,591334136,825082867,416711492,271054479,921963699,1043504983,597660485,1034382486,192549446,484934729,791722878,160878960,1036695043,653830969,1045329284,576537473,937230168,383721845,701908431,699896344,852293719,Not Truck
247791615,831060496,517072603,614169617,468780256,1307279370,1103434312,118171593,214725260,1466541618,1055352584,1128475390,968540540,359325993,748060742,400338278,776020298,944859624,658633595,1147716078,962966813,917353573,730229214,670752448,1109646420,293491852,Not Truck
343080960,467263616,345294718,285680395,354261835,1065639405,1412034504,892515867,948474421,338114937,991883442,437710202,1027915167,273830712,1322811280,708297468,426276177,784767692,1081861302,655871900,681047227,888496086,150262543,840057536,407071935,460626506,Not Truck
115474432,607993638,397789870,722561506,79676077,975316965,580419617,647556909,92473804,515756609,496272017,614640849,603533509,874333694,102220215,699186510,127726091,779506068,389979293,1055950502,284454740,730566360,1022409769,769774107,397393258,1371943348,Not Truck
139788288,672783089,419259712,26023445,674933112,837357676,855489929,166978307,548032442,977568759,432495186,561425091,290192179,562854546,865581614,1004947844,830499625,442459604,904527945,1147743370,944226906,655870228,175209046,829741515,655176181,889513043,Not Truck
1070858239,870590624,1029102683,1183433748,516538024,333002636,1147405270,528997878,614945598,1115688166,1317524714,801047425,886013055,619962747,1029411444,1103164498,339491216,1495212404,860497612,1154380706,1102163530,1379189176,927724907,115729673,719927476,974377063,Not Truck
464584703,473563904,528616383,16131576,152062918,202613434,142507086,133696933,187112820,115762086,98874615,62418903,69897761,71562806,86350687,119715088,65675819,107698810,113491124,95535619,68787501,78862957,99718628,51809886,271050268,54910701,Not Truck
938475519,494684935,28264788,360681071,96669465,156625610,629260499,325523210,225246974,406388334,509044815,381222757,426928616,234275181,545006457,166372510,350912507,185402021,233594920,60469470,142681888,140087235,166683804,197813644,347283980,473737436,Not Truck
144769023,914880454,647870018,1194032164,635774706,1087689798,417032703,1283755484,793078077,886746883,552508731,953107922,959702285,1023257868,634461304,1077556242,412153994,760389497,1128535270,796900475,1037832906,347455861,520494462,248699897,1182111320,756390761,Not Truck
820903935,691245646,928268133,440559929,310186695,500036993,243717136,376044223,363198126,355970661,738271676,195197113,382998787,451880325,479761151,302055260,188486013,936131392,150808489,1182924910,406851586,1356569938,1104106392,850624979,602543207,1331919146,Not Truck
63897599,342029668,284248985,258113055,31570501,561767665,164940194,634475395,362214243,360337954,384102414,494232880,465353362,448266428,472803170,401521376,621041362,469223183,562815131,863427921,80007257,977669299,262529203,981797033,246198590,200525033,Not Truck
115343360,290068614,465281306,362076459,111118003,319668230,79402361,211436270,115455629,173540497,186941190,161309791,210768575,248391304,230434766,342044764,149273414,293580602,312953181,207223547,428939830,604624016,183819151,1064895271,425923798,347348098,Not Truck
789184511,520261158,321870731,96741047,196144118,131510415,146740555,115195474,179010291,281095360,108946055,209807544,83240059,191595529,166032465,148743614,111796723,346362676,83739532,130366548,288340808,183603288,164168046,603670920,253440371,960459065,Not Truck
135266304,825914496,904202810,659893944,771379787,707629271,1117774998,1382242346,1340778620,588280962,994564676,435886053,188378976,799310800,736858478,478223574,1382403090,1168511912,581330494,938460436,1120880994,815244098,1032186208,896036780,891595068,1022189354,Not Truck
427294719,310472004,213837083,23651505,41022316,100444637,42431713,226531339,142206777,118404409,104195160,94376129,41832378,81810849,66905194,172656280,39946436,73165228,76877527,151250528,290737702,312227236,165211375,149628088,216730410,70306598,Not Truck
269090816,305745377,541664905,108707581,692463260,238824801,490513304,108986841,537768383,316783642,388085530,406617006,340921651,360606261,313674311,497565145,404942855,475177590,342731551,131074007,208677846,485947513,817189406,679387640,483816986,431396953,Not Truck
784793600,984378150,477448473,479381829,761135894,485425900,382867361,448885086,351966925,431504723,154896141,485733393,450033341,588374647,272755710,92044792,292008843,271501549,366223814,243818019,205410451,233301104,204019778,608422759,1043370673,1413738996,Not Truck
791019520,347647768,728119050,1010735453,286168371,1277825958,732888143,1000394464,640399656,614719301,830574466,733995853,289956135,547793485,584439812,452314745,569676115,634761094,818791936,620380370,1145676300,365410290,1034137743,842023638,1119665814,1261369864,Not Truck
55967744,466065754,441487866,458386750,400101278,93269102,737803735,183092336,329830776,522011715,307855692,730908572,881838949,925541842,320458170,412695667,1002798993,1112092456,784309837,724371742,360845319,1173252840,1072017614,577134652,661857121,817518766,Not Truck
90963968,563361580,858057673,995267698,1004365314,859395336,863647235,874594806,354769243,926485475,709262369,529710428,589739943,501996827,787985767,867843515,974285556,512053057,1416413466,1116069362,701714983,1149692870,1040731956,248367649,580044114,797576365,Not Truck
